,vector,neighbors,degree,visited,option
,4,"['2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8', '2', '8']",64,False,
,1,[],0,True,
,6,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8']",32,False,
,3,[],0,True,
3rd Stage,,,,,
,2,"['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4']",32,False,X
,7,[],0,True,
,5,"['1', '3', '7', '7', '1', '3', '7', '1', '3', '1', '3', '7', '7', '1', '3', '1', '3', '7', '1', '3', '7', '7', '1', '3', '7', '1', '3', '1', '3', '7', '1', '3', '7', '7', '1', '3', '1', '3', '7', '7', '1', '3', '7', '1', '3', '1', '3', '7', '7', '1', '3', '1', '3', '7', '1', '3', '7', '7', '1', '3', '1', '3', '7', '7', '1', '3', '7', '1', '3', '1', '3', '7', '1', '3', '7', '7', '1', '3', '7', '1', '3', '1', '3', '7', '7', '1', '3', '1', '3', '7', '1', '3', '7', '7', '1', '3']",96,True,
,8,"['6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4', '6', '4']",64,True,
,4,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']",32,False,
,1,[],0,True,
,6,[],0,True,
,3,[],0,True,
