,vector,neighbors,degree,visited,option
1st Stage,,,,,
,3,"['1', '2']",2,False,X
,6,"['8', '5']",2,False,
,2,"['8', '3']",2,False,
,5,['6'],1,False,
,1,['3'],1,False,
,8,"['6', '2']",2,False,
2nd Stage,,,,,
,3,"['1', '2']",2,True,
,6,"['8', '5']",2,False,X
,2,['8'],1,False,
,5,['6'],1,False,
,1,[],0,True,
,8,"['6', '2']",2,False,
3rd Stage,,,,,
,3,"['1', '2']",2,True,
,6,"['8', '5']",2,True,
,2,['8'],1,False,X
,5,[],0,True,
,1,[],0,True,
,8,['2'],1,False,
